scientific_name,family,genus,plant_rows,first_plant_id,chinese_name,source,note
Phyllostachys edulis,Poaceae,Phyllostachys,1,9,毛竹,MANUAL,
Cedrus deodara,Pinaceae,Cedrus,1,14,喜马拉雅雪松,MANUAL,
Magnolia denudata,Magnoliaceae,Magnolia,1,15,玉兰,MANUAL,
Liriodendron chinense,Magnoliaceae,Liriodendron,1,16,鹅掌楸,MANUAL,
Arachis hypogaea,Fabaceae,Arachis,1,23,花生,MANUAL,
Albizia julibrissin,Fabaceae,Albizia,1,24,合欢,MANUAL,
Artemisia annua,Asteraceae,Artemisia,1,27,黄花蒿,MANUAL,
Arabidopsis thaliana,Brassicaceae,Arabidopsis,1,36,拟南芥,MANUAL,
Daucus carota,Apiaceae,Daucus,1,37,胡萝卜,MANUAL,
Apium graveolens,Apiaceae,Apium,1,38,芹菜,MANUAL,
Coriandrum sativum,Apiaceae,Coriandrum,1,39,芫荽,MANUAL,
Foeniculum vulgare,Apiaceae,Foeniculum,1,41,茴香,MANUAL,
Homalomena metallica,Araceae,Homalomena,1,42,,TODO,REVIEW_LOW: rare genus in current corpus
Homalomena major,Araceae,Homalomena,1,43,,TODO,REVIEW_LOW: rare genus in current corpus
Homalomena megalophylla,Araceae,Homalomena,1,44,,TODO,REVIEW_LOW: rare genus in current corpus
Homalomena occulta,Araceae,Homalomena,1,45,千年健,WIKIDATA,REVIEW_LOW: rare genus in current corpus; WD_STRICT_OK
Homalomena ovalifolia,Araceae,Homalomena,1,46,,TODO,REVIEW_LOW: rare genus in current corpus
Homalomena ovata,Araceae,Homalomena,1,47,,TODO,REVIEW_LOW: rare genus in current corpus
Homalomena melanesica,Araceae,Homalomena,1,48,,TODO,REVIEW_LOW: rare genus in current corpus
Homalomena pulleana,Araceae,Homalomena,1,49,,TODO,REVIEW_LOW: rare genus in current corpus
Homalomena obovata,Araceae,Homalomena,1,50,,TODO,REVIEW_LOW: rare genus in current corpus
Homalomena nigrescens,Araceae,Homalomena,1,51,,TODO,REVIEW_LOW: rare genus in current corpus
Homalomena nutans,Araceae,Homalomena,1,52,,TODO,REVIEW_LOW: rare genus in current corpus
Homalomena obscurifolia,Araceae,Homalomena,1,53,,TODO,REVIEW_LOW: rare genus in current corpus
Acalypha peduncularis,Euphorbiaceae,Acalypha,1,54,,TODO,
Homalomena wallichii,Araceae,Homalomena,1,55,,TODO,REVIEW_LOW: rare genus in current corpus
Homalopetalum kienastii,Orchidaceae,Homalopetalum,1,56,,TODO,
Homonoia retusa,Euphorbiaceae,Homonoia,1,57,水锦树,MANUAL,
Homoranthus cernuus,Myrtaceae,Homoranthus,1,58,,TODO,
Homoranthus decumbens,Myrtaceae,Homoranthus,1,59,,TODO,
Homoranthus biflorus,Myrtaceae,Homoranthus,1,60,,TODO,
Homoranthus decasetus,Myrtaceae,Homoranthus,1,61,,TODO,
Homoranthus porteri,Myrtaceae,Homoranthus,1,62,,TODO,
Homoranthus homoranthoides,Myrtaceae,Homoranthus,1,63,,TODO,
Homoranthus wilhelmii,Myrtaceae,Homoranthus,1,64,,TODO,
Hottarum truncatum,Araceae,Hottarum,1,65,,TODO,
Houlletia tigrina,Orchidaceae,Houlletia,1,66,,TODO,
Houstonia correllii,Rubiaceae,Houstonia,1,67,,TODO,REVIEW_LOW: rare genus in current corpus
Houstonia croftiae,Rubiaceae,Houstonia,1,68,,TODO,REVIEW_LOW: rare genus in current corpus
Houstonia humifusa,Rubiaceae,Houstonia,1,69,,TODO,REVIEW_LOW: rare genus in current corpus
Houstonia macvaughii,Rubiaceae,Houstonia,1,70,,TODO,REVIEW_LOW: rare genus in current corpus
Houstonia micrantha,Rubiaceae,Houstonia,1,71,,TODO,REVIEW_LOW: rare genus in current corpus
Houstonia ouachitana,Rubiaceae,Houstonia,1,72,,TODO,REVIEW_LOW: rare genus in current corpus
Houstonia parviflora,Rubiaceae,Houstonia,1,73,,TODO,REVIEW_LOW: rare genus in current corpus
Houstonia procumbens,Rubiaceae,Houstonia,1,74,,TODO,REVIEW_LOW: rare genus in current corpus
Houstonia pusilla,Rubiaceae,Houstonia,1,75,,TODO,REVIEW_LOW: rare genus in current corpus
Houstonia rosea,Rubiaceae,Houstonia,1,76,,TODO,REVIEW_LOW: rare genus in current corpus
Houstonia spellenbergii,Rubiaceae,Houstonia,1,77,,TODO,REVIEW_LOW: rare genus in current corpus
Houstonia subviscosa,Rubiaceae,Houstonia,1,78,,TODO,REVIEW_LOW: rare genus in current corpus
Houstonia palmeri,Rubiaceae,Houstonia,1,79,,TODO,REVIEW_LOW: rare genus in current corpus
Howea belmoreana,Arecaceae,Howea,1,80,贝尔莫尔椰子,MANUAL,
Howea forsteriana,Arecaceae,Howea,1,81,肯氏椰子,MANUAL,
Hunteria congolana,Apocynaceae,Hunteria,1,82,,TODO,
Hunteria ghanensis,Apocynaceae,Hunteria,1,83,,TODO,
Hunteria macrosiphon,Apocynaceae,Hunteria,1,84,,TODO,
Hunteria umbellata,Apocynaceae,Hunteria,1,85,,TODO,
Hunteria zeylanica,Apocynaceae,Hunteria,1,86,仔榄树,WIKIDATA,WD_STRICT_OK
Houlletia unguiculata,Orchidaceae,Houlletia,1,87,,TODO,
Huntleya burtii,Orchidaceae,Huntleya,1,88,,TODO,
Huntleya apiculata,Orchidaceae,Huntleya,1,89,,TODO,
Houlletia brocklehurstiana,Orchidaceae,Houlletia,1,90,,TODO,
Hyaenanche globosa,Picrodendraceae,Hyaenanche,1,91,,TODO,
Hydnophytum alboviride,Rubiaceae,Hydnophytum,1,92,,TODO,
Hydnophytum bracteatum,Rubiaceae,Hydnophytum,1,93,,TODO,
Abebaia fasciculata,Sapotaceae,Abebaia,1,94,,TODO,
Hydriastele aprica,Arecaceae,Hydriastele,1,95,,TODO,
Hydriastele dransfieldii,Arecaceae,Hydriastele,1,96,,TODO,
Hydriastele cylindrocarpa,Arecaceae,Hydriastele,1,97,,TODO,
Hydriastele beguinii,Arecaceae,Hydriastele,1,98,,TODO,
Hydriastele manusii,Arecaceae,Hydriastele,1,99,,TODO,
Hydriastele microcarpa,Arecaceae,Hydriastele,1,100,,TODO,
Hydriastele procera,Arecaceae,Hydriastele,1,101,,TODO,
Anodendron affine,Apocynaceae,Anodendron,1,102,鳝藤,WIKIDATA,REVIEW_LOW: rare genus in current corpus; WD_STRICT_OK
Hydriastele nannostachys,Arecaceae,Hydriastele,1,103,,TODO,
Hydnophytum angustifolium,Rubiaceae,Hydnophytum,1,104,,TODO,
Hylaea arborescens,Apocynaceae,Hylaea,1,105,,TODO,
Anodendron coriaceum,Apocynaceae,Anodendron,1,106,,TODO,REVIEW_LOW: rare genus in current corpus
Hylophila nipponica,Orchidaceae,Hylophila,1,107,袋唇兰,WIKIDATA,WD_STRICT_OK
Hymenocardia heudelotii,Phyllanthaceae,Hymenocardia,1,108,,TODO,
Hymenocardia acida,Phyllanthaceae,Hymenocardia,1,109,,TODO,
Anodendron borneense,Apocynaceae,Anodendron,1,110,,TODO,REVIEW_LOW: rare genus in current corpus
Hymenocoleus hirsutus,Rubiaceae,Hymenocoleus,1,111,,TODO,
Hymenocoleus libericus,Rubiaceae,Hymenocoleus,1,112,,TODO,
Hymenocoleus rotundifolius,Rubiaceae,Hymenocoleus,1,113,,TODO,
Hymenocoleus neurodictyon,Rubiaceae,Hymenocoleus,1,114,,TODO,
Hymenodictyon berivotrense,Rubiaceae,Hymenodictyon,1,115,,TODO,
Hymenodictyon floribundum,Rubiaceae,Hymenodictyon,1,116,,TODO,
Hymenodictyon decaryi,Rubiaceae,Hymenodictyon,1,117,,TODO,
Hymenocardia ulmoides,Phyllanthaceae,Hymenocardia,1,118,,TODO,
Anodendron benthamianum,Apocynaceae,Anodendron,1,119,台湾鳝藤,WIKIDATA,REVIEW_LOW: rare genus in current corpus; WD_STRICT_OK
Hymenopyramis cana,Lamiaceae,Hymenopyramis,1,120,膜萼藤,WIKIDATA,WD_STRICT_OK
Hymenopyramis acuminata,Lamiaceae,Hymenopyramis,1,121,,TODO,
Hymenorchis serrulata,Orchidaceae,Hymenorchis,1,122,,TODO,
Anodendron howii,Apocynaceae,Anodendron,1,123,保亭鳝藤,WIKIDATA,REVIEW_LOW: rare genus in current corpus; WD_STRICT_OK
Houstonia longifolia,Rubiaceae,Houstonia,1,124,,TODO,REVIEW_LOW: rare genus in current corpus
Hyophorbe lagenicaulis,Arecaceae,Hyophorbe,1,125,瓶干榈,MANUAL,
Hyophorbe verschaffeltii,Arecaceae,Hyophorbe,1,126,纺锤棕,MANUAL,
Hyophorbe amaricaulis,Arecaceae,Hyophorbe,1,127,毛里求斯瓶干榈,MANUAL,
Hyospathe macrorhachis,Arecaceae,Hyospathe,1,128,,TODO,
Hypenia brachystachys,Lamiaceae,Hypenia,1,129,,TODO,REVIEW_LOW: rare genus in current corpus
Hypenia aristulata,Lamiaceae,Hypenia,1,130,,TODO,REVIEW_LOW: rare genus in current corpus
Hypenia concinna,Lamiaceae,Hypenia,1,131,,TODO,REVIEW_LOW: rare genus in current corpus
Hypenia glauca,Lamiaceae,Hypenia,1,132,,TODO,REVIEW_LOW: rare genus in current corpus
Hypenia paradisi,Lamiaceae,Hypenia,1,133,,TODO,REVIEW_LOW: rare genus in current corpus
Hyperacanthus amoenus,Rubiaceae,Hyperacanthus,1,134,,TODO,
Hyphaene dichotoma,Arecaceae,Hyphaene,1,135,二叉棕,MANUAL,
Hyphaene compressa,Arecaceae,Hyphaene,1,136,压缩二叉棕,MANUAL,
Anodendron tubulosum,Apocynaceae,Anodendron,1,137,,TODO,REVIEW_LOW: rare genus in current corpus
Anodendron seramense,Apocynaceae,Anodendron,1,138,,TODO,REVIEW_LOW: rare genus in current corpus
Hyphaene petersiana,Arecaceae,Hyphaene,1,139,彼得二叉棕,MANUAL,
Hypobathrum longifolium,Rubiaceae,Hypobathrum,1,140,,TODO,
Homalomena pendula,Araceae,Homalomena,1,141,大千年健,WIKIDATA,REVIEW_LOW: rare genus in current corpus; WD_STRICT_OK
Hypobathrum salicinum,Rubiaceae,Hypobathrum,1,142,,TODO,
Hypocalymma angustifolium,Myrtaceae,Hypocalymma,1,143,,TODO,
Hypocalymma cordifolium,Myrtaceae,Hypocalymma,1,144,,TODO,
Acalypha peckoltii,Euphorbiaceae,Acalypha,1,145,,TODO,
Hypocalymma asperum,Myrtaceae,Hypocalymma,1,146,,TODO,
Hypogomphia purpurea,Lamiaceae,Hypogomphia,1,147,,TODO,
Hyptianthera stricta,Rubiaceae,Hyptianthera,1,148,藏药木,WIKIDATA,WD_STRICT_OK
Hyptidendron asperrimum,Lamiaceae,Hyptidendron,1,149,,TODO,
Hypenia macrosiphon,Lamiaceae,Hypenia,1,150,,TODO,REVIEW_LOW: rare genus in current corpus
Hyptis adamantium,Lamiaceae,Hyptis,1,151,,TODO,REVIEW_LOW: rare genus in current corpus
Hyptis actinocephala,Lamiaceae,Hyptis,1,152,,TODO,REVIEW_LOW: rare genus in current corpus
Hyptis alutacea,Lamiaceae,Hyptis,1,153,,TODO,REVIEW_LOW: rare genus in current corpus
Hypocalymma ericifolium,Myrtaceae,Hypocalymma,1,154,,TODO,
Hyptis armillata,Lamiaceae,Hyptis,1,155,,TODO,REVIEW_LOW: rare genus in current corpus
Hyptis amaurocaulis,Lamiaceae,Hyptis,1,156,,TODO,REVIEW_LOW: rare genus in current corpus
Hyptis atrorubens,Lamiaceae,Hyptis,1,157,,TODO,REVIEW_LOW: rare genus in current corpus
Hyptis colligata,Lamiaceae,Hyptis,1,158,,TODO,REVIEW_LOW: rare genus in current corpus
Hyptis coccinea,Lamiaceae,Hyptis,1,159,,TODO,REVIEW_LOW: rare genus in current corpus
Hyptis havanensis,Lamiaceae,Hyptis,1,160,,TODO,REVIEW_LOW: rare genus in current corpus
Hyptis lanuginosa,Lamiaceae,Hyptis,1,161,,TODO,REVIEW_LOW: rare genus in current corpus
Hura polyandra,Euphorbiaceae,Hura,1,162,沙盒树,MANUAL,
Anoectochilus kinabaluensis,Orchidaceae,Anoectochilus,1,163,,TODO,
Anoectochilus formosanus,Orchidaceae,Anoectochilus,1,164,台湾金线莲,MANUAL,
Hymenorchis glomeroides,Orchidaceae,Hymenorchis,1,165,,TODO,
Hyptis salvioides,Lamiaceae,Hyptis,1,166,,TODO,REVIEW_LOW: rare genus in current corpus
Hyptis tetracephala,Lamiaceae,Hyptis,1,167,,TODO,REVIEW_LOW: rare genus in current corpus
Anoectochilus emeiensis,Orchidaceae,Anoectochilus,1,168,峨眉金线莲,MANUAL,
Houstonia rubra,Rubiaceae,Houstonia,1,169,,TODO,REVIEW_LOW: rare genus in current corpus
Anoectochilus roxburghii,Orchidaceae,Anoectochilus,1,170,金线莲,MANUAL,
Anodendron nervosum,Apocynaceae,Anodendron,1,171,平脉藤,WIKIDATA,REVIEW_LOW: rare genus in current corpus; WD_STRICT_OK
Iguanura chaiana,Arecaceae,Iguanura,1,172,,TODO,
Iguanura mirabilis,Arecaceae,Iguanura,1,173,,TODO,
Iguanura wallichiana,Arecaceae,Iguanura,1,174,,TODO,
Inhambanella henriquesii,Sapotaceae,Inhambanella,1,175,,TODO,
Hydriastele costata,Arecaceae,Hydriastele,1,176,,TODO,
Ionopsis minutiflora,Orchidaceae,Ionopsis,1,177,,TODO,
Anoectochilus zhejiangensis,Orchidaceae,Anoectochilus,1,178,浙江金线莲,MANUAL,
Anoectochilus tridentatus,Orchidaceae,Anoectochilus,1,179,,TODO,
Isertia laevis,Rubiaceae,Isertia,1,180,,TODO,
Isertia longifolia,Rubiaceae,Isertia,1,181,,TODO,
Isertia verrucosa,Rubiaceae,Isertia,1,182,,TODO,
Isidorea gonavensis,Rubiaceae,Isidorea,1,183,,TODO,REVIEW_LOW: rare genus in current corpus
Isidorea brachyantha,Rubiaceae,Isidorea,1,184,,TODO,REVIEW_LOW: rare genus in current corpus
Isidorea elliptica,Rubiaceae,Isidorea,1,185,,TODO,REVIEW_LOW: rare genus in current corpus
Isidorea brachycarpa,Rubiaceae,Isidorea,1,186,,TODO,REVIEW_LOW: rare genus in current corpus
Isidorea acunae,Rubiaceae,Isidorea,1,187,,TODO,REVIEW_LOW: rare genus in current corpus
Isidorea pungens,Rubiaceae,Isidorea,1,188,,TODO,REVIEW_LOW: rare genus in current corpus
Isidorea microphylla,Rubiaceae,Isidorea,1,189,,TODO,REVIEW_LOW: rare genus in current corpus
Isidorea pedicellaris,Rubiaceae,Isidorea,1,190,,TODO,REVIEW_LOW: rare genus in current corpus
Isidorea veris,Rubiaceae,Isidorea,1,191,,TODO,REVIEW_LOW: rare genus in current corpus
Isochilus aurantiacus,Orchidaceae,Isochilus,1,192,橙花等唇兰,MANUAL,
Anomostachys lastellei,Euphorbiaceae,Anomostachys,1,193,,TODO,
Isodon assamicus,Lamiaceae,Isodon,1,194,,TODO,
Isodon barbeyanus,Lamiaceae,Isodon,1,195,线齿香茶菜,WIKIDATA,WD_STRICT_OK
Isodon albopilosus,Lamiaceae,Isodon,1,196,白柔毛香茶菜,WIKIDATA,WD_STRICT_OK
Isodon adenanthus,Lamiaceae,Isodon,1,197,铁石元,WIKIDATA,WD_STRICT_OK
Isodon adenolomus,Lamiaceae,Isodon,1,198,腺叶香茶菜,WIKIDATA,WD_STRICT_OK
Isodon amethystoides,Lamiaceae,Isodon,1,199,香茶菜,WIKIDATA,WD_STRICT_OK
Isodon coetsa,Lamiaceae,Isodon,1,200,细锥香茶菜,WIKIDATA,WD_STRICT_OK
Isodon brevifolius,Lamiaceae,Isodon,1,201,短叶香茶菜,WIKIDATA,WD_STRICT_OK
Isodon angustifolius,Lamiaceae,Isodon,1,202,狭叶香茶菜,WIKIDATA,WD_STRICT_OK
Isodon excisoides,Lamiaceae,Isodon,1,203,拟缺香茶菜,WIKIDATA,WD_STRICT_OK
Isodon gesneroides,Lamiaceae,Isodon,1,204,苣苔香茶菜,WIKIDATA,WD_STRICT_OK
Isodon excisus,Lamiaceae,Isodon,1,205,龟叶草,WIKIDATA,WD_STRICT_OK
Isodon hispidus,Lamiaceae,Isodon,1,206,刚毛香茶菜,WIKIDATA,WD_STRICT_OK
Isodon inflexus,Lamiaceae,Isodon,1,207,山薄荷香茶菜,WIKIDATA,WD_STRICT_OK
Isodon irroratus,Lamiaceae,Isodon,1,208,露珠香茶菜,WIKIDATA,WD_STRICT_OK
Isodon japonicus,Lamiaceae,Isodon,1,209,日本香茶菜,MANUAL,
Isodon kurzii,Lamiaceae,Isodon,1,210,,TODO,
Isodon longitubus,Lamiaceae,Isodon,1,211,长管香茶菜,WIKIDATA,WD_STRICT_OK
Isodon macrophyllus,Lamiaceae,Isodon,1,212,歧伞香茶菜,WIKIDATA,WD_STRICT_OK
Isodon megathyrsus,Lamiaceae,Isodon,1,213,大锥香茶菜,WIKIDATA,WD_STRICT_OK
Isodon henryi,Lamiaceae,Isodon,1,214,鄂西香茶菜,WIKIDATA,WD_STRICT_OK
Isodon oreophilus,Lamiaceae,Isodon,1,215,子宫草,WIKIDATA,WD_STRICT_OK
Isodon muliensis,Lamiaceae,Isodon,1,216,木里香茶菜,WIKIDATA,WD_STRICT_OK
Isodon parvifolius,Lamiaceae,Isodon,1,217,小叶香茶菜,WIKIDATA,WD_STRICT_OK
Isodon pharicus,Lamiaceae,Isodon,1,218,川藏香茶菜,WIKIDATA,WD_STRICT_OK
Isodon phulchokiensis,Lamiaceae,Isodon,1,219,,TODO,
Isodon racemosus,Lamiaceae,Isodon,1,220,总序香茶菜,WIKIDATA,WD_STRICT_OK
Isodon ramosissimus,Lamiaceae,Isodon,1,221,,TODO,
Isodon rivularis,Lamiaceae,Isodon,1,222,,TODO,
Isodon rubescens,Lamiaceae,Isodon,1,223,冬凌草,MANUAL,
Isodon rugosus,Lamiaceae,Isodon,1,224,皱叶香茶菜,MANUAL,
Isodon schimperi,Lamiaceae,Isodon,1,225,,TODO,
Isodon repens,Lamiaceae,Isodon,1,226,,TODO,
Isodon sculponeatus,Lamiaceae,Isodon,1,227,黄花香茶菜,WIKIDATA,WD_STRICT_OK
Isodon flabelliformis,Lamiaceae,Isodon,1,228,扇脉香茶菜,WIKIDATA,WD_STRICT_OK
Isodon silvaticus,Lamiaceae,Isodon,1,229,林生香茶菜,WIKIDATA,WD_STRICT_OK
Isodon ternifolius,Lamiaceae,Isodon,1,230,牛尾草,WIKIDATA,WD_STRICT_OK
Isodon teysmannii,Lamiaceae,Isodon,1,231,,TODO,
Isodon effusus,Lamiaceae,Isodon,1,232,,TODO,
Isodon wardii,Lamiaceae,Isodon,1,233,西藏香茶菜,WIKIDATA,WD_STRICT_OK
Anodendron candolleanum,Apocynaceae,Anodendron,1,234,,TODO,REVIEW_LOW: rare genus in current corpus
Isonandra montana,Sapotaceae,Isonandra,1,235,,TODO,
Anodendron wrayi,Apocynaceae,Anodendron,1,236,,TODO,REVIEW_LOW: rare genus in current corpus
Isonandra alloneura,Sapotaceae,Isonandra,1,237,,TODO,
Hymenodictyon scabrum,Rubiaceae,Hymenodictyon,1,238,,TODO,
Isotria verticillata,Orchidaceae,Isotria,1,239,轮叶异蕊兰,MANUAL,
Ixora aciculiflora,Rubiaceae,Ixora,1,240,针花龙船花,MANUAL,
Ixora akkeringae,Rubiaceae,Ixora,1,241,,TODO,
Ixora albersii,Rubiaceae,Ixora,1,242,,TODO,
Ixora aneityensis,Rubiaceae,Ixora,1,243,,TODO,
Ixora auricularis,Rubiaceae,Ixora,1,244,耳状龙船花,MANUAL,
Ixora baileyana,Rubiaceae,Ixora,1,245,,TODO,
Hymenodictyon pachyantha,Rubiaceae,Hymenodictyon,1,246,,TODO,
Ixora auriculata,Rubiaceae,Ixora,1,247,耳叶龙船花,MANUAL,
Hyptis frondosa,Lamiaceae,Hyptis,1,248,,TODO,REVIEW_LOW: rare genus in current corpus
Ixora biflora,Rubiaceae,Ixora,1,249,双花龙船花,WIKIDATA,WD_STRICT_OK
Ixora brandisiana,Rubiaceae,Ixora,1,250,,TODO,
Ixora arestantha,Rubiaceae,Ixora,1,251,,TODO,
Ixora celebica,Rubiaceae,Ixora,1,252,,TODO,
Hymenodictyon perrieri,Rubiaceae,Hymenodictyon,1,253,,TODO,
Ixora baldwinii,Rubiaceae,Ixora,1,254,,TODO,
Hypobathrum hoaense,Rubiaceae,Hypobathrum,1,255,,TODO,
Ixora diversifolia,Rubiaceae,Ixora,1,256,,TODO,
Ixora doreensis,Rubiaceae,Ixora,1,257,,TODO,
Isertia krausei,Rubiaceae,Isertia,1,258,,TODO,
Ixora amplexicaulis,Rubiaceae,Ixora,1,259,抱茎龙船花,WIKIDATA,WD_STRICT_OK
Ixora amplexifolia,Rubiaceae,Ixora,1,260,,TODO,
Ixora brunonis,Rubiaceae,Ixora,1,261,,TODO,
Ixora bemangidiensis,Rubiaceae,Ixora,1,262,,TODO,
Hymenodictyon biafranum,Rubiaceae,Hymenodictyon,1,263,,TODO,
Ixora batesii,Rubiaceae,Ixora,1,264,,TODO,
Ixora gamblei,Rubiaceae,Ixora,1,265,,TODO,
Ixora blumei,Rubiaceae,Ixora,1,266,,TODO,
Ixora fuscescens,Rubiaceae,Ixora,1,267,,TODO,
Ixora homolleae,Rubiaceae,Ixora,1,268,,TODO,
Ixora hookeri,Rubiaceae,Ixora,1,269,,TODO,
Ixora calycina,Rubiaceae,Ixora,1,270,,TODO,
Ixora katchalensis,Rubiaceae,Ixora,1,271,,TODO,
Ixora kachinensis,Rubiaceae,Ixora,1,272,克钦龙船花,MANUAL,REVIEW_HIGH: likely CN-relevant epithet; GBIF_CJK_0; MANUAL_REVIEW_HIGH_OK; reviewer=系统管理员; reviewed_at=2026-03-29; review_note=模式产地克钦邦
Hydnophytum hellwigii,Rubiaceae,Hydnophytum,1,273,,TODO,
Ixora glaucina,Rubiaceae,Ixora,1,274,,TODO,
Ixora lobbii,Rubiaceae,Ixora,1,275,,TODO,
Ixora laxiflora,Rubiaceae,Ixora,1,276,,TODO,
Ixora laurentii,Rubiaceae,Ixora,1,277,,TODO,
Ixora longipes,Rubiaceae,Ixora,1,278,,TODO,
Ixora concinna,Rubiaceae,Ixora,1,279,,TODO,
Ixora inaequifolia,Rubiaceae,Ixora,1,280,,TODO,
Ixora macrantha,Rubiaceae,Ixora,1,281,,TODO,
Ixora macrothyrsa,Rubiaceae,Ixora,1,282,,TODO,
Ixora cuneata,Rubiaceae,Ixora,1,283,,TODO,
Ixora mangabensis,Rubiaceae,Ixora,1,284,,TODO,
Ixora mooreensis,Rubiaceae,Ixora,1,285,,TODO,
Ixora multibracteata,Rubiaceae,Ixora,1,286,,TODO,
Ixora nana,Rubiaceae,Ixora,1,287,,TODO,
Ixora guillotii,Rubiaceae,Ixora,1,288,,TODO,
Ixora francii,Rubiaceae,Ixora,1,289,,TODO,
Ixora chinensis,Rubiaceae,Ixora,1,290,龙船花,MANUAL,
Ixora maxima,Rubiaceae,Ixora,1,291,,TODO,
Ixora peruviana,Rubiaceae,Ixora,1,292,,TODO,
Ixora emirnensis,Rubiaceae,Ixora,1,293,,TODO,
Ixora borneensis,Rubiaceae,Ixora,1,294,,TODO,
Houstonia canadensis,Rubiaceae,Houstonia,1,295,,TODO,REVIEW_LOW: rare genus in current corpus
Hypobathrum racemosum,Rubiaceae,Hypobathrum,1,296,,TODO,
Ixora reducta,Rubiaceae,Ixora,1,297,,TODO,
Ixora javanica,Rubiaceae,Ixora,1,298,,TODO,
Ixora sambiranensis,Rubiaceae,Ixora,1,299,,TODO,
Antherostele grandistipula,Rubiaceae,Antherostele,1,300,,TODO,
Ixora marquesensis,Rubiaceae,Ixora,1,301,,TODO,
Ixora pseudoamboinica,Rubiaceae,Ixora,1,302,,TODO,
Ixora burundiensis,Rubiaceae,Ixora,1,303,,TODO,
Ixora raiateensis,Rubiaceae,Ixora,1,304,,TODO,
Ixora barbata,Rubiaceae,Ixora,1,305,,TODO,
Ixora stipulata,Rubiaceae,Ixora,1,306,,TODO,
Ixora aggregata,Rubiaceae,Ixora,1,307,,TODO,
Jablonskia congesta,Phyllanthaceae,Jablonskia,1,308,,TODO,
Homalopetalum pachyphyllum,Orchidaceae,Homalopetalum,1,309,,TODO,
Jacquiniella cobanensis,Orchidaceae,Jacquiniella,1,310,,TODO,
Homalopetalum pumilum,Orchidaceae,Homalopetalum,1,311,,TODO,
Jacquiniella gigantea,Orchidaceae,Jacquiniella,1,312,,TODO,
Homalopetalum pumilio,Orchidaceae,Homalopetalum,1,313,,TODO,
Jacquiniella steyermarkii,Orchidaceae,Jacquiniella,1,314,,TODO,
Jacquiniella teretifolia,Orchidaceae,Jacquiniella,1,315,,TODO,
Anthodiscus obovatus,Caryocaraceae,Anthodiscus,1,316,,TODO,
Jatropha aceroides,Euphorbiaceae,Jatropha,1,317,,TODO,
Jatropha aspleniifolia,Euphorbiaceae,Jatropha,1,318,,TODO,
Jatropha breviloba,Euphorbiaceae,Jatropha,1,319,,TODO,
Jatropha cathartica,Euphorbiaceae,Jatropha,1,320,,TODO,
Jatropha chamelensis,Euphorbiaceae,Jatropha,1,321,,TODO,
Jatropha cinerea,Euphorbiaceae,Jatropha,1,322,,TODO,
Jatropha costaricensis,Euphorbiaceae,Jatropha,1,323,,TODO,
Jatropha conzattii,Euphorbiaceae,Jatropha,1,324,,TODO,
Jatropha botswanica,Euphorbiaceae,Jatropha,1,325,,TODO,
Jatropha ciliata,Euphorbiaceae,Jatropha,1,326,,TODO,
Jatropha elliptica,Euphorbiaceae,Jatropha,1,327,,TODO,
Jatropha galvanii,Euphorbiaceae,Jatropha,1,328,,TODO,
Ixora roxburghii,Rubiaceae,Ixora,1,329,,TODO,
Acalypha petiolaris,Euphorbiaceae,Acalypha,1,330,,TODO,
Acalypha pippenii,Euphorbiaceae,Acalypha,1,331,,TODO,
Jatropha collina,Euphorbiaceae,Jatropha,1,332,,TODO,
Jatropha hypogyna,Euphorbiaceae,Jatropha,1,333,,TODO,
Jatropha dissecta,Euphorbiaceae,Jatropha,1,334,,TODO,
Jatropha contrerasii,Euphorbiaceae,Jatropha,1,335,,TODO,
Anthospermum basuticum,Rubiaceae,Anthospermum,1,336,,TODO,
Jatropha maheshwarii,Euphorbiaceae,Jatropha,1,337,,TODO,
Jatropha giffordiana,Euphorbiaceae,Jatropha,1,338,,TODO,
Jatropha martiusii,Euphorbiaceae,Jatropha,1,339,,TODO,
Jatropha marginata,Euphorbiaceae,Jatropha,1,340,,TODO,
Jatropha oaxacana,Euphorbiaceae,Jatropha,1,341,,TODO,
Jatropha orangeana,Euphorbiaceae,Jatropha,1,342,,TODO,
Acalypha pendula,Euphorbiaceae,Acalypha,1,343,,TODO,
Ixora griffithii,Rubiaceae,Ixora,1,344,,TODO,
Jatropha lagarinthoides,Euphorbiaceae,Jatropha,1,345,,TODO,
Houstonia prostrata,Rubiaceae,Houstonia,1,346,,TODO,REVIEW_LOW: rare genus in current corpus
Anthospermum ericifolium,Rubiaceae,Anthospermum,1,347,,TODO,
Jatropha tanjorensis,Euphorbiaceae,Jatropha,1,348,,TODO,
Jatropha tehuantepecana,Euphorbiaceae,Jatropha,1,349,,TODO,
Jejewoodia jiewhoei,Orchidaceae,Jejewoodia,1,350,,TODO,
Anthodiscus pilosus,Caryocaraceae,Anthodiscus,1,351,,TODO,
Anthospermum bergianum,Rubiaceae,Anthospermum,1,352,,TODO,
Johannesteijsmannia altifrons,Arecaceae,Johannesteijsmannia,1,353,,TODO,
Johannesteijsmannia lanceolata,Arecaceae,Johannesteijsmannia,1,354,,TODO,
Joosia dichotoma,Rubiaceae,Joosia,1,355,,TODO,
Joosia longisepala,Rubiaceae,Joosia,1,356,,TODO,
Joosia pulcherrima,Rubiaceae,Joosia,1,357,,TODO,
Juania australis,Arecaceae,Juania,1,358,,TODO,
